name,position,college,draft_year,ras,metrics_used,forty,vertical,broad_jump,shuttle,cone,bench,ht_inches,wt_lbs,pfr_id,source
T.J. Williams,TE,North Carolina State,2006,4.58,8,4.72,34.0,111.0,4.54,7.49,25.0,74.0,269.0,,nflverse-combine-derived
Brandon Williams,WR,Wisconsin,2006,4.67,7,4.48,34.5,115.0,4.07,6.87,,69.0,179.0,WillBr01,nflverse-combine-derived
DeAngelo Williams,RB,Memphis,2006,5.62,6,4.45,35.5,121.0,,,25.0,69.0,214.0,WillDe02,nflverse-combine-derived
Demetrius Williams,WR,Oregon,2006,6.11,7,4.52,38.0,127.0,4.08,6.84,,74.0,197.0,WillDe03,nflverse-combine-derived
Travis Wilson,WR,Oklahoma,2006,6.37,7,4.47,36.5,120.0,3.99,6.7,,74.0,214.0,WilsTr00,nflverse-combine-derived
Vince Young,QB,Texas,2006,6.8,3,4.48,,,,,,77.0,229.0,YounVi00,nflverse-combine-derived
Michael Allan,TE,Whitworth,2007,5.5,8,4.71,36.0,123.0,4.52,7.31,19.0,78.0,255.0,,nflverse-combine-derived
Aundrae Allison,WR,East Carolina,2007,5.85,5,4.39,37.0,127.0,,,,72.0,198.0,AlliAu00,nflverse-combine-derived
Cory Anderson,RB,Tennessee,2007,5.82,8,4.7,37.0,115.0,4.35,7.37,19.0,74.0,247.0,,nflverse-combine-derived
Deon Anderson,RB,Connecticut,2007,5.21,8,4.73,33.0,114.0,4.43,7.27,23.0,71.0,243.0,AndeDe01,nflverse-combine-derived
Dallas Baker,WR,Florida,2007,6.3,7,4.53,36.0,129.0,4.19,6.69,,75.0,208.0,BakeDa01,nflverse-combine-derived
Reggie Ball,WR,Georgia Tech,2007,4.22,8,4.67,30.0,112.0,4.19,6.9,15.0,71.0,203.0,,nflverse-combine-derived
David Ball,WR,North Texas,2007,4.99,5,4.7,,,4.21,6.94,,73.0,196.0,,nflverse-combine-derived
John Beck,QB,BYU,2007,5.26,7,4.75,29.5,111.0,4.17,6.81,,74.0,215.0,BeckJo00,nflverse-combine-derived
Lorenzo Booker,RB,Florida State,2007,5.47,6,4.46,35.5,121.0,,,26.0,70.0,191.0,BookLo00,nflverse-combine-derived
Kevin Boss,TE,Western Oregon,2007,5.61,7,4.78,35.0,116.0,4.41,6.96,,78.0,252.0,BossKe00,nflverse-combine-derived
Dwayne Bowe,WR,LSU,2007,5.72,7,4.51,33.0,125.0,4.35,6.81,,74.0,221.0,BoweDw00,nflverse-combine-derived
Ahmad Bradshaw,RB,Marshall,2007,5.45,7,4.55,34.0,112.0,4.09,6.7,,69.0,198.0,BradAh00,nflverse-combine-derived
Steve Breaston,WR,Michigan,2007,5.15,7,4.46,33.0,124.0,4.29,6.9,,72.0,193.0,BreaSt00,nflverse-combine-derived
Eldra Buckley,RB,Tenn-Chattanooga,2007,4.46,8,4.56,35.5,120.0,4.43,7.71,14.0,69.0,202.0,BuckEl00,nflverse-combine-derived
Michael Bush,RB,Louisville,2007,6.79,3,4.62,,,,,,73.0,243.0,BushMi00,nflverse-combine-derived
Scott Chandler,TE,Iowa,2007,5.08,8,4.78,30.0,111.0,4.32,7.26,16.0,79.0,270.0,ChanSc00,nflverse-combine-derived
Thomas Clayton,RB,Kansas State,2007,5.54,6,4.63,36.5,121.0,,,23.0,70.0,218.0,ClayTh00,nflverse-combine-derived
David Clowney,WR,Virginia Tech,2007,5.32,7,4.36,32.5,123.0,4.15,7.0,,72.0,188.0,ClowDa00,nflverse-combine-derived
Daniel Coats,TE,BYU,2007,4.91,8,4.94,30.0,111.0,4.43,7.07,34.0,75.0,257.0,CoatDa00,nflverse-combine-derived
Alonzo Coleman,RB,Kansas State,2007,5.65,5,4.49,,120.0,,,27.0,70.0,207.0,ColeAl21,nflverse-combine-derived
Jemalle Cornelius,WR,Florida,2007,4.63,7,4.57,34.5,123.0,4.3,6.99,,71.0,184.0,,nflverse-combine-derived
Jon Cornish,RB,Kansas,2007,5.35,6,4.62,34.0,118.0,,7.09,,71.0,206.0,,nflverse-combine-derived
Kenneth Darby,RB,Alabama,2007,4.05,8,4.75,30.0,108.0,4.53,7.25,19.0,70.0,211.0,DarbKe00,nflverse-combine-derived
Buster Davis,WR,Florida State,2007,6.32,3,4.41,,,,,,73.0,207.0,DaviBu99,nflverse-combine-derived
Chris Davis,WR,Florida State,2007,4.96,7,4.5,35.5,115.0,4.14,6.66,,70.0,181.0,DaviCh02,nflverse-combine-derived
Trent Edwards,QB,Stanford,2007,5.37,6,4.76,,,4.46,7.14,19.0,76.0,231.0,EdwaTr01,nflverse-combine-derived
Aaron Fairooz,WR,Central Arkansas,2007,6.26,7,4.49,36.0,125.0,4.27,6.89,,78.0,209.0,,nflverse-combine-derived
Yamon Figurs,WR,Kansas State,2007,5.55,6,4.3,,123.0,4.21,6.85,,71.0,174.0,FiguYa00,nflverse-combine-derived
Joel Filani,WR,Texas Tech,2007,4.95,6,4.57,32.5,117.0,,,17.0,74.0,211.0,,nflverse-combine-derived
Luke Getsy,QB,Akron,2007,4.55,7,4.96,32.5,106.0,4.46,6.95,,74.0,222.0,,nflverse-combine-derived
Ted Ginn,WR,Ohio State,2007,4.97,3,4.38,,,,,,71.0,178.0,GinnTe00,nflverse-combine-derived
Anthony Gonzalez,WR,Ohio State,2007,6.17,7,4.44,38.0,123.0,4.08,6.54,,72.0,193.0,GonzAn00,nflverse-combine-derived
Matt Gutierrez,QB,Idaho State,2007,5.02,7,5.0,29.5,108.0,4.28,6.99,,76.0,232.0,GutiMa00,nflverse-combine-derived
Jonny Harline,TE,BYU,2007,3.84,8,4.84,28.5,106.0,4.68,7.05,15.0,76.0,248.0,,nflverse-combine-derived
Clark Harris,TE,Rutgers,2007,4.83,7,4.8,32.0,112.0,4.4,,21.0,77.0,261.0,HarrCl20,nflverse-combine-derived
Chris Henry,RB,Arizona,2007,6.75,8,4.4,36.0,127.0,4.14,6.96,26.0,71.0,230.0,HenrCh01,nflverse-combine-derived
Jarrett Hicks,WR,Texas Tech,2007,5.07,5,4.67,34.5,120.0,,,,75.0,210.0,,nflverse-combine-derived
Johnnie Lee Higgins,WR,Texas-El Paso,2007,5.31,7,4.48,36.5,122.0,4.32,6.62,,71.0,186.0,HiggJo00,nflverse-combine-derived
Jason Hill,WR,Washington State,2007,5.84,7,4.32,37.0,123.0,4.22,7.02,,72.0,204.0,HillJa00,nflverse-combine-derived
Jonathan Holland,WR,Louisiana Tech,2007,4.74,8,4.45,35.5,120.0,4.4,7.12,15.0,72.0,191.0,HollJo01,nflverse-combine-derived
Tony Hunt,RB,Penn State,2007,6.47,4,4.68,,,,,24.0,74.0,233.0,HuntTo01,nflverse-combine-derived
Nate Ilaoa,RB,Hawaii,2007,4.59,8,4.77,30.0,103.0,4.42,7.1,25.0,69.0,245.0,,nflverse-combine-derived
Kenny Irons,RB,Auburn,2007,6.3,7,4.45,38.0,123.0,4.17,7.0,,71.0,203.0,,nflverse-combine-derived
Brandon Jackson,RB,Nebraska,2007,5.95,8,4.54,37.0,122.0,4.14,7.0,21.0,70.0,210.0,JackBr00,nflverse-combine-derived
Drisan James,WR,Boise State,2007,5.03,8,4.52,39.0,126.0,4.39,7.09,14.0,72.0,193.0,,nflverse-combine-derived
Dwayne Jarrett,WR,USC,2007,6.4,3,4.62,,,,,,76.0,219.0,JarrDw00,nflverse-combine-derived
Calvin Johnson,WR,Georgia Tech,2007,8.74,3,4.35,,,,,,77.0,239.0,JohnCa00,nflverse-combine-derived
Jacoby Jones,WR,Lane (TN),2007,5.74,7,4.5,34.0,129.0,4.31,7.03,,75.0,210.0,JoneJa03,nflverse-combine-derived
James Jones,WR,San Jose State,2007,5.39,8,4.54,34.0,119.0,4.2,7.06,22.0,73.0,207.0,JoneJa04,nflverse-combine-derived
Onrea Jones,WR,Kansas State,2007,5.43,7,4.42,39.0,121.0,4.28,7.05,,71.0,202.0,JoneOn20,nflverse-combine-derived
Jordan Kent,WR,Oregon,2007,7.01,3,4.49,,,,,,76.0,217.0,KentJo20,nflverse-combine-derived
Kevin Kolb,QB,Houston,2007,5.02,7,4.85,32.5,112.0,4.44,6.94,,75.0,218.0,KolbKe00,nflverse-combine-derived
Toby Korrodi,QB,Central Missouri State,2007,2.24,7,5.37,25.0,91.0,4.64,7.77,,75.0,234.0,,nflverse-combine-derived
Chris Leak,QB,Florida,2007,4.59,7,4.74,32.5,113.0,4.41,7.03,,72.0,209.0,,nflverse-combine-derived
Brian Leonard,RB,Rutgers,2007,6.56,8,4.52,34.5,122.0,4.22,6.88,28.0,73.0,226.0,LeonBr00,nflverse-combine-derived
Marshawn Lynch,RB,California,2007,5.63,8,4.46,35.5,125.0,4.55,7.05,20.0,71.0,215.0,LyncMa00,nflverse-combine-derived
Mike Mason,WR,Tennessee State,2007,6.13,7,4.4,39.5,129.0,4.08,6.94,,72.0,190.0,,nflverse-combine-derived
LeRon McClain,RB,Alabama,2007,4.85,8,4.75,29.5,113.0,4.47,7.14,14.0,72.0,256.0,McClLe00,nflverse-combine-derived
Marquay McDaniel,WR,Kansas State,2007,4.53,8,4.52,33.5,114.0,4.35,7.13,19.0,70.0,205.0,,nflverse-combine-derived
Ronnie McGill,RB,North Carolina,2007,5.41,4,4.59,,,,,22.0,71.0,213.0,,nflverse-combine-derived
Rhema McKnight,WR,Notre Dame,2007,5.45,7,4.53,34.0,118.0,4.16,6.84,,73.0,211.0,,nflverse-combine-derived
Robert Meachem,WR,Tennessee,2007,5.94,7,4.39,37.5,121.0,4.31,6.97,,74.0,214.0,MeacRo00,nflverse-combine-derived
Zach Miller,TE,Arizona State,2007,5.01,7,4.87,34.0,115.0,4.42,7.01,,76.0,256.0,MillZa01,nflverse-combine-derived
Martrez Milner,TE,Georgia,2007,4.73,8,4.79,34.0,117.0,4.49,7.35,19.0,76.0,252.0,MilnMa00,nflverse-combine-derived
Ryan Moore,WR,Miami (FL),2007,4.9,7,4.54,32.0,110.0,4.35,6.87,,74.0,217.0,,nflverse-combine-derived
Tyrone Moss,RB,Miami (FL),2007,3.76,7,4.75,31.0,107.0,4.56,,16.0,69.0,231.0,,nflverse-combine-derived
Legedu Naanee,WR,Boise State,2007,6.43,6,4.41,40.0,119.0,,,19.0,74.0,225.0,NaanLe00,nflverse-combine-derived
Syvelle Newton,WR,South Carolina,2007,5.72,4,4.64,,,,,20.0,73.0,218.0,,nflverse-combine-derived
Joe Newton,TE,Oregon State,2007,4.55,8,4.89,31.0,109.0,4.57,7.35,20.0,79.0,257.0,,nflverse-combine-derived
Greg Olsen,TE,Miami (FL),2007,5.93,8,4.51,35.5,114.0,4.48,7.04,23.0,78.0,254.0,OlseGr00,nflverse-combine-derived
Tyler Palko,QB,Pittsburgh,2007,4.66,7,4.83,31.5,112.0,4.36,7.05,,73.0,215.0,PalkTy00,nflverse-combine-derived
Jordan Palmer,QB,Texas-El Paso,2007,4.49,7,4.98,30.5,104.0,4.58,7.32,,78.0,231.0,PalmJo20,nflverse-combine-derived
Ben Patrick,TE,Duke,2007,4.81,7,4.74,34.5,111.0,4.31,7.21,,75.0,252.0,PatrBe00,nflverse-combine-derived
Adrian Peterson,RB,Oklahoma,2007,6.6,7,4.4,38.5,127.0,4.4,7.09,,73.0,217.0,PeteAd01,nflverse-combine-derived
James Pinkney,QB,East Carolina,2007,4.43,7,4.79,34.0,112.0,4.49,7.35,,74.0,208.0,,nflverse-combine-derived
Antonio Pittman,RB,Ohio State,2007,6.01,8,4.4,35.5,123.0,4.16,6.84,16.0,71.0,207.0,PittAn00,nflverse-combine-derived
Anthony Pudewell,TE,Nevada,2007,3.19,8,5.07,25.5,101.0,4.41,7.31,15.0,76.0,250.0,,nflverse-combine-derived
Brady Quinn,QB,Notre Dame,2007,6.5,4,4.73,,,,,24.0,76.0,232.0,QuinBr00,nflverse-combine-derived
Jerard Rabb,WR,Boise State,2007,5.55,7,4.58,36.5,125.0,4.19,6.99,,74.0,201.0,,nflverse-combine-derived
Sidney Rice,WR,South Carolina,2007,5.47,7,4.51,39.5,119.0,4.34,7.09,,75.0,200.0,RiceSi01,nflverse-combine-derived
Gijon Robinson,RB,Missouri Western State,2007,5.6,8,4.71,33.0,116.0,4.43,7.23,21.0,73.0,255.0,RobiGi21,nflverse-combine-derived
Laurent Robinson,WR,Illinois State,2007,6.22,8,4.38,39.0,127.0,4.28,6.83,19.0,74.0,199.0,RobiLa01,nflverse-combine-derived
Ryne Robinson,WR,Miami (OH),2007,5.0,7,4.47,35.0,123.0,4.21,6.71,,69.0,179.0,RobiRy00,nflverse-combine-derived
Dante Rosario,TE,Oregon,2007,5.03,8,4.78,36.0,115.0,4.47,6.96,20.0,75.0,244.0,RosaDa00,nflverse-combine-derived
Jeff Rowe,QB,Nevada,2007,5.02,7,4.91,29.5,114.0,4.42,7.16,,77.0,226.0,RoweJe00,nflverse-combine-derived
Gary Russell,RB,Minnesota,2007,3.83,7,4.77,31.5,113.0,4.54,,9.0,70.0,229.0,RussGa00,nflverse-combine-derived
JaMarcus Russell,QB,LSU,2007,6.93,3,4.83,,,,,,77.0,265.0,RussJa00,nflverse-combine-derived
Derek Schouman,RB,Boise State,2007,6.68,8,4.74,37.5,122.0,4.27,7.0,27.0,74.0,247.0,SchoDe00,nflverse-combine-derived
Mike Sims-Walker,WR,Central Florida,2007,5.8,8,4.35,36.5,121.0,4.39,6.92,18.0,74.0,209.0,WalkMi01,nflverse-combine-derived
Bret Smith,WR,Tennessee,2007,4.69,3,4.55,,,,,,74.0,173.0,,nflverse-combine-derived
Kolby Smith,RB,Louisville,2007,5.53,8,4.5,38.0,114.0,4.34,7.22,18.0,71.0,220.0,SmitKo00,nflverse-combine-derived
Steve Smith,WR,USC,2007,5.82,7,4.44,38.0,120.0,4.19,6.68,,72.0,197.0,SmitSt02,nflverse-combine-derived
Troy Smith,QB,Ohio State,2007,4.23,3,4.72,,,,,,72.0,225.0,SmitTr02,nflverse-combine-derived
Jason Snelling,RB,Virginia,2007,4.77,7,4.79,30.0,111.0,4.37,7.06,,71.0,230.0,SnelJa00,nflverse-combine-derived
Matt Spaeth,TE,Minnesota,2007,5.78,3,4.83,,,,,,79.0,270.0,SpaeMa00,nflverse-combine-derived
Isaiah Stanback,QB,Washington,2007,5.56,4,4.6,,,,,22.0,74.0,216.0,StanIs00,nflverse-combine-derived
Drew Stanton,QB,Michigan State,2007,5.23,7,4.75,30.5,108.0,4.41,6.77,,75.0,226.0,StanDr00,nflverse-combine-derived
Syndric Steptoe,WR,Arizona,2007,4.07,5,4.59,33.0,,,,17.0,69.0,194.0,StepSy20,nflverse-combine-derived
John Stocco,QB,Wisconsin,2007,3.19,7,5.08,27.0,104.0,4.6,7.29,,74.0,207.0,,nflverse-combine-derived
Chansi Stuckey,WR,Clemson,2007,5.06,7,4.56,35.0,120.0,4.14,6.91,,71.0,197.0,StucCh20,nflverse-combine-derived
Jayson Swain,WR,Tennessee,2007,4.67,4,4.63,33.0,,,,,72.0,212.0,,nflverse-combine-derived
Josh Swogger,QB,Montana,2007,3.88,7,5.12,28.5,107.0,4.76,7.25,,76.0,237.0,,nflverse-combine-derived
Ramonce Taylor,RB,Texas College,2007,5.68,7,4.5,34.0,125.0,4.23,6.98,,70.0,195.0,,nflverse-combine-derived
Zac Taylor,QB,Nebraska,2007,3.68,7,5.06,30.5,110.0,4.6,7.39,,74.0,216.0,,nflverse-combine-derived
Courtney Taylor,WR,Auburn,2007,5.26,7,4.5,36.0,122.0,4.28,7.22,,74.0,204.0,TaylCo00,nflverse-combine-derived
Paul Thompson,WR,Oklahoma,2007,6.06,7,4.62,33.5,127.0,4.11,6.81,,76.0,216.0,,nflverse-combine-derived
Matt Trannon,WR,Michigan State,2007,5.4,8,4.57,36.5,118.0,4.34,7.09,13.0,78.0,216.0,,nflverse-combine-derived
Chad Upshaw,TE,Buffalo,2007,4.13,8,4.9,33.5,108.0,4.58,7.23,16.0,76.0,252.0,,nflverse-combine-derived
Darius Walker,RB,Notre Dame,2007,5.67,8,4.55,40.5,123.0,4.39,7.18,19.0,70.0,206.0,WalkDa00,nflverse-combine-derived
D.J. Ware,RB,Illinois,2007,5.78,4,4.61,,,,,21.0,72.0,225.0,,nflverse-combine-derived
Chandler Williams,WR,Florida International,2007,4.84,7,4.42,32.5,123.0,4.29,6.99,,71.0,184.0,,nflverse-combine-derived
Paul Williams,WR,Fresno State,2007,5.82,7,4.45,38.5,125.0,4.24,7.03,,73.0,205.0,WillPa00,nflverse-combine-derived
Garrett Wolfe,RB,Northern Illinois,2007,5.53,8,4.39,35.5,116.0,4.08,6.69,22.0,67.0,186.0,WolfGa00,nflverse-combine-derived
D'Juan Woods,WR,Oklahoma State,2007,5.14,7,4.58,36.5,120.0,4.34,6.89,,72.0,208.0,WoodDJ20,nflverse-combine-derived
Dwayne Wright,RB,Fresno State,2007,4.91,8,4.66,34.0,115.0,4.43,7.23,14.0,71.0,228.0,WrigDw01,nflverse-combine-derived
DeShawn Wynn,RB,Florida,2007,5.17,5,4.47,31.5,115.0,,,,70.0,232.0,WynnDe00,nflverse-combine-derived
Selvin Young,RB,Texas,2007,5.24,3,4.58,,,,,,71.0,207.0,YounSe00,nflverse-combine-derived
Jared Zabransky,QB,Boise State,2007,6.13,7,4.56,35.5,111.0,4.08,6.78,,74.0,219.0,,nflverse-combine-derived
Erik Ainge,QB,Tennessee,2008,3.58,7,4.98,21.5,108.0,4.6,7.51,,77.0,225.0,AingEr00,nflverse-combine-derived
Anthony Alridge,RB,Houston,2008,5.46,6,4.36,30.5,134.0,,6.88,,69.0,170.0,,nflverse-combine-derived
Danny Amendola,WR,Texas Tech,2008,3.51,8,4.58,27.5,103.0,4.25,6.81,13.0,70.0,183.0,AmenDa00,nflverse-combine-derived
Adrian Arrington,WR,Michigan,2008,5.96,3,4.55,,,,,,75.0,203.0,ArriAd00,nflverse-combine-derived
Donnie Avery,WR,Houston,2008,5.09,4,4.43,,,,,16.0,71.0,192.0,AverDo00,nflverse-combine-derived
Gary Barnidge,TE,Louisville,2008,5.83,8,4.61,31.0,117.0,4.23,6.92,22.0,78.0,243.0,BarnGa01,nflverse-combine-derived
Earl Bennett,WR,Vanderbilt,2008,4.1,8,4.48,26.0,110.0,4.22,7.15,15.0,71.0,209.0,BennEa00,nflverse-combine-derived
Martellus Bennett,TE,Texas A&M,2008,4.91,8,4.68,34.0,118.0,4.53,7.64,18.0,78.0,259.0,BennMa00,nflverse-combine-derived
Yvenson Bernard,RB,Oregon State,2008,3.4,7,4.81,29.5,112.0,4.73,7.22,,68.0,204.0,,nflverse-combine-derived
Davone Bess,WR,Hawaii,2008,4.05,8,4.64,31.5,118.0,4.27,6.97,12.0,70.0,194.0,BessDa00,nflverse-combine-derived
Adam Bishop,TE,Nevada,2008,4.49,8,4.98,27.0,113.0,4.28,7.14,21.0,77.0,248.0,,nflverse-combine-derived
Todd Blythe,WR,Iowa State,2008,5.32,7,4.65,31.5,118.0,4.23,6.92,,77.0,214.0,,nflverse-combine-derived
John David Booty,QB,USC,2008,3.04,6,4.82,22.5,99.0,4.58,,,74.0,218.0,BootJo00,nflverse-combine-derived
Adarius Bowman,WR,Oklahoma State,2008,5.24,4,4.74,,,,,14.0,75.0,223.0,,nflverse-combine-derived
Cory Boyd,RB,South Carolina,2008,5.9,8,4.52,33.5,118.0,4.24,6.97,25.0,72.0,213.0,BoydCo01,nflverse-combine-derived
Mark Bradford,WR,Stanford,2008,4.8,8,4.69,36.5,120.0,4.47,7.12,19.0,73.0,211.0,,nflverse-combine-derived
Brandon Breazell,WR,UCLA,2008,4.13,6,4.41,30.5,115.0,,6.97,,72.0,160.0,,nflverse-combine-derived
Colt Brennan,QB,Hawaii,2008,4.05,3,4.79,,,,,,74.0,207.0,BrenCo00,nflverse-combine-derived
Alex Brink,QB,Washington State,2008,4.41,7,4.96,28.0,112.0,4.19,7.22,,74.0,211.0,BrinAl00,nflverse-combine-derived
Brian Brohm,QB,Louisville,2008,4.84,7,4.81,30.0,115.0,4.55,7.13,,75.0,230.0,BrohBr00,nflverse-combine-derived
Travis Brown,WR,New Mexico,2008,4.53,8,4.49,30.0,120.0,4.38,7.18,13.0,74.0,202.0,,nflverse-combine-derived
Thomas Brown,RB,Georgia,2008,5.7,7,4.51,36.0,128.0,,7.17,25.0,68.0,204.0,BrowTh01,nflverse-combine-derived
Dorien Bryant,WR,Purdue,2008,4.67,6,4.49,,119.0,4.24,6.88,,70.0,174.0,,nflverse-combine-derived
Keenan Burton,WR,Kentucky,2008,5.54,8,4.44,38.5,125.0,4.2,6.77,10.0,72.0,201.0,BurtKe00,nflverse-combine-derived
Andre Caldwell,WR,Florida,2008,5.96,7,4.35,33.0,124.0,4.11,6.75,,72.0,204.0,CaldAn00,nflverse-combine-derived
John Carlson,TE,Notre Dame,2008,4.87,8,4.88,30.5,113.0,4.28,7.12,20.0,77.0,251.0,CarlJo00,nflverse-combine-derived
Jehuu Caulcrick,RB,Michigan State,2008,4.62,8,4.69,33.0,109.0,4.72,7.4,16.0,72.0,254.0,CaulJe00,nflverse-combine-derived
Jamaal Charles,RB,Texas,2008,5.79,7,4.38,30.5,122.0,4.22,6.8,,71.0,200.0,CharJa00,nflverse-combine-derived
Tashard Choice,RB,Georgia Tech,2008,5.65,7,4.48,34.0,119.0,,6.88,20.0,70.0,215.0,ChoiTa00,nflverse-combine-derived
Brad Cottam,TE,Tennessee,2008,6.05,5,4.63,33.0,,,,24.0,79.0,270.0,CottBr00,nflverse-combine-derived
Fred Davis,TE,USC,2008,4.98,4,4.68,,,,,24.0,75.0,255.0,DaviFr01,nflverse-combine-derived
Kellen Davis,TE,Michigan State,2008,5.43,8,4.59,28.0,118.0,4.38,7.25,22.0,78.0,262.0,DaviKe01,nflverse-combine-derived
Calvin Dawson,RB,La-Monroe,2008,4.35,3,4.5,,,,,,68.0,199.0,,nflverse-combine-derived
Dennis Dixon,QB,Oregon,2008,4.64,3,4.58,,,,,,75.0,195.0,DixoDe00,nflverse-combine-derived
Early Doucet,WR,LSU,2008,5.19,3,4.59,,,,,,72.0,209.0,DoucEa00,nflverse-combine-derived
Harry Douglas,WR,Louisville,2008,4.97,7,4.51,31.0,120.0,4.12,6.57,,71.0,176.0,DougHa00,nflverse-combine-derived
De'Cody Fagg,WR,Florida State,2008,5.41,3,4.61,,,,,,73.0,211.0,,nflverse-combine-derived
Jerome Felton,RB,Furman,2008,5.47,8,4.68,32.5,110.0,4.46,7.2,30.0,72.0,241.0,FeltJe00,nflverse-combine-derived
Derek Fine,TE,Kansas,2008,5.23,8,4.83,29.0,115.0,4.19,6.8,24.0,75.0,251.0,FineDe00,nflverse-combine-derived
Joe Jon Finley,TE,Oklahoma,2008,5.12,4,4.85,,,,,22.0,78.0,254.0,,nflverse-combine-derived
Jermichael Finley,TE,Texas,2008,4.55,8,4.82,27.5,117.0,4.38,7.15,20.0,76.0,243.0,FinlJe00,nflverse-combine-derived
Joe Flacco,QB,Pittsburgh,2008,5.77,7,4.84,28.5,110.0,4.27,6.82,,78.0,236.0,FlacJo00,nflverse-combine-derived
Matt Flynn,QB,LSU,2008,4.63,7,4.79,28.0,109.0,4.34,7.21,,74.0,231.0,FlynMa00,nflverse-combine-derived
Justin Forsett,RB,California,2008,4.27,7,4.62,26.5,112.0,,6.96,26.0,68.0,194.0,ForsJu00,nflverse-combine-derived
Matt Forte,RB,Tulane,2008,6.14,8,4.44,33.0,118.0,4.23,6.84,23.0,73.0,217.0,FortMa00,nflverse-combine-derived
Will Franklin,WR,Missouri,2008,5.92,4,4.37,34.5,,,,,72.0,214.0,FranWi00,nflverse-combine-derived
Pierre Garcon,WR,Mount Union,2008,5.97,8,4.42,36.5,125.0,4.19,6.9,20.0,72.0,210.0,GarcPi00,nflverse-combine-derived
BenJarvus Green-Ellis,RB,Mississippi,2008,4.94,6,4.6,30.5,114.0,,,24.0,71.0,219.0,GreeBe00,nflverse-combine-derived
Ryan Grice-Mullen,WR,Hawaii,2008,4.37,8,4.53,27.5,118.0,4.16,6.91,17.0,70.0,187.0,,nflverse-combine-derived
D.J. Hall,WR,Alabama,2008,4.59,5,4.54,29.5,122.0,,,,74.0,193.0,,nflverse-combine-derived
James Hardy,WR,Indiana,2008,6.12,8,4.45,31.5,125.0,4.2,6.84,18.0,77.0,217.0,HardJa00,nflverse-combine-derived
Justin Harper,WR,Virginia Tech,2008,4.76,7,4.56,28.5,120.0,4.43,7.03,,75.0,213.0,HarpJu01,nflverse-combine-derived
Mike Hart,RB,Michigan,2008,3.84,6,4.69,28.0,110.0,,,23.0,69.0,206.0,HartMi00,nflverse-combine-derived
Lavelle Hawkins,WR,California,2008,4.11,5,4.57,,117.0,,,14.0,71.0,187.0,HawkLa00,nflverse-combine-derived
Joey Haynos,TE,Maryland,2008,5.67,8,4.87,30.5,123.0,4.42,6.92,17.0,80.0,259.0,HaynJo00,nflverse-combine-derived
Chad Henne,QB,Michigan,2008,4.28,7,4.92,25.5,106.0,4.4,7.17,,75.0,230.0,HennCh01,nflverse-combine-derived
Marcus Henry,WR,Kansas,2008,5.37,7,4.55,31.5,126.0,4.3,7.08,,76.0,207.0,HenrMa00,nflverse-combine-derived
Jacob Hester,RB,LSU,2008,5.18,8,4.61,27.5,111.0,4.24,6.85,23.0,71.0,226.0,HestJa00,nflverse-combine-derived
Lex Hilliard,RB,Montana,2008,5.77,7,4.68,32.0,122.0,4.2,7.01,,71.0,231.0,HillLe00,nflverse-combine-derived
Peyton Hillis,RB,Arkansas,2008,5.83,7,4.64,30.5,117.0,,7.15,26.0,73.0,240.0,HillPe00,nflverse-combine-derived
Paul Hubbard,WR,Wisconsin,2008,5.47,6,4.49,29.5,126.0,,,15.0,75.0,221.0,HubbPa00,nflverse-combine-derived
DeSean Jackson,WR,California,2008,4.54,4,4.35,,120.0,,,,70.0,169.0,JackDe00,nflverse-combine-derived
Dexter Jackson,WR,Appalachian State,2008,4.6,7,4.33,29.5,122.0,4.38,6.81,,69.0,182.0,JackDe01,nflverse-combine-derived
Darnell Jenkins,WR,Miami (FL),2008,3.3,8,4.52,26.5,115.0,4.37,7.33,13.0,69.0,187.0,JenkDa20,nflverse-combine-derived
Stevie Johnson,WR,Michigan State,2008,5.34,7,4.46,32.5,121.0,4.26,7.07,,74.0,210.0,,nflverse-combine-derived
Chris Johnson,RB,East Carolina,2008,6.33,5,4.24,35.0,130.0,,,,71.0,197.0,JohnCh04,nflverse-combine-derived
Jaymar Johnson,WR,Jackson State,2008,4.64,8,4.5,32.0,118.0,4.18,6.75,14.0,71.0,177.0,JohnJa01,nflverse-combine-derived
Josh Johnson,QB,San Diego,2008,4.79,7,4.53,33.5,110.0,4.42,7.56,,75.0,213.0,JohnJo05,nflverse-combine-derived
Felix Jones,RB,Arkansas,2008,5.95,7,4.44,33.5,124.0,4.19,6.9,,70.0,207.0,JoneFe00,nflverse-combine-derived
Kolo Kapanui,TE,West Texas A&M,2008,3.5,8,5.06,26.5,107.0,4.66,7.42,23.0,75.0,271.0,,nflverse-combine-derived
Sam Keller,QB,Nebraska,2008,4.59,7,4.99,24.0,107.0,4.35,7.07,,76.0,241.0,,nflverse-combine-derived
Dustin Keller,TE,Purdue,2008,6.58,8,4.53,38.0,131.0,4.14,6.88,26.0,74.0,242.0,KellDu00,nflverse-combine-derived
Malcolm Kelly,WR,Oklahoma,2008,6.26,3,4.68,,,,,,76.0,224.0,KellMa01,nflverse-combine-derived
Rafael Little,RB,Kentucky,2008,3.63,4,4.52,,,,,8.0,69.0,194.0,LittRa00,nflverse-combine-derived
Kregg Lumpkin,RB,Georgia,2008,4.45,6,4.68,28.0,111.0,,,22.0,71.0,226.0,LumpKr00,nflverse-combine-derived
